transaction_id,user_id,device_id,merchant_id,amount,currency,timestamp,geo_lat,geo_lon,is_fraud
2957451e-b030-415e-890c-cc824c08b081,01216801-fe3f-4503-9d3c-e0fd1e697cac,c4ba75e7-f968-4138-a9b9-b802252c1725,m_1,37.54,INR,2025-12-01T06:08:02.290505,29.023844269050347,77.861514928204,0
dec38d4c-c01f-4afc-883b-84d592950033,253ff1e8-ebdc-4976-aa2d-5b261a1d398b,7d4aade7-a60e-4d72-b8e0-6c948ffec38d,m_39,13.57,INR,2025-11-04T11:26:23.290505,28.83952064610007,77.60525764240326,0
06a72410-2375-4e6c-b0e2-f7eb46e19b5b,7e4de1e3-e8a0-4c61-83b6-43080c803812,5e95e39e-fd1e-4ca5-9df0-f7719d8210e7,m_43,1.66,INR,2025-12-01T19:57:17.290505,28.465262807032524,77.37128002179297,0
22495771-0dfe-4f27-8393-fdfae5767d29,8b7c7228-074c-4158-97d7-5360ce730b69,6ecc6d5e-62c2-4b9a-809a-d32dd44febcb,m_34,16.21,INR,2025-11-11T20:40:26.290505,27.3937254936532,77.57518484119845,0
8dc8b1e0-c150-4ab4-9bc7-d4a1d209f878,03b391b8-b22b-4083-8cd0-72dcded96084,37289590-a476-420a-a384-34e35e59e5e7,m_37,75.71,INR,2025-11-06T22:03:19.290505,28.245987962239393,76.39384814933234,0
865a2a9a-a8a3-4c0d-b287-0feea0e19c06,58ffd2c9-c399-494b-8dee-7f3035244276,0d9b2e9a-070b-447f-8e77-c958aa369953,m_40,123.03,INR,2025-11-08T17:23:05.290505,29.979744015518897,77.2971165109398,0
d62ee72a-4179-4537-9fa2-cfd8f1716880,d17ec77d-aaa0-4235-81ed-285d28e85c2f,939227c3-fa3d-4a13-b319-2ac44f079532,m_22,74.83,INR,2025-11-07T20:23:49.290505,28.399680655040598,76.95415312510336,0
923b88ff-2aed-417a-9640-e6620dbf7986,4978c9a5-7c0a-495b-9bd9-9940a7a07ae7,87b8a1fd-959e-4678-85ec-0516d1cbc466,m_35,46.41,INR,2025-11-06T09:29:14.290505,28.433175598078755,77.09723606883993,0
524e3763-b1bd-44bf-b744-5d3077b85e3e,2a560be1-490b-43f2-8257-8a66bce32816,ff909cb2-2b5b-4446-acdb-d2fb6a10f6c3,m_4,23.96,INR,2025-11-22T14:38:08.290505,28.804431797502378,76.1201649380601,0
ae74e94d-2596-46e9-8237-dfb8691aa1b0,24b5441f-9705-4f1e-9cef-9974089a0bf1,4fff1e00-1648-4d1e-9b00-773e9a5e52b1,m_27,16.35,INR,2025-12-01T19:43:14.290505,28.80931915802693,77.5408805194743,0
ea55531c-6de6-4778-a6f1-ec05f628464b,01216801-fe3f-4503-9d3c-e0fd1e697cac,7dd08941-3b17-4c6a-9578-1c8c7d227374,m_19,7.41,INR,2025-11-08T14:43:38.290505,28.642175858805878,76.94944815220535,0
03ec6469-8413-45b5-80e6-6e8ae86896c7,cbe2f06a-3f80-41a5-9460-87d111bdb2e6,9ad5565d-cf01-43d1-8178-9b0b2a44696c,m_4,25.32,INR,2025-11-27T14:18:38.290505,28.026660951319325,76.65970436697644,0
0737be30-4889-40e3-85fe-a80c798c0e05,1bab81b8-96e4-4461-9ea8-1e58ed2d0a7a,84c981f5-ccc8-4655-af5a-ff16cc86683c,m_30,258.9071271145247,INR,2025-11-26T19:12:05.290505,28.36153899984702,77.40583814442043,1
7272c644-e150-4633-83bf-1d449b5b2e80,9fb26549-f967-4bf3-a003-9ab9d4b350c8,24597f6a-922b-4823-a1b5-1c6813c7b961,m_3,118.02,INR,2025-11-04T22:55:54.290505,28.28039123838868,76.94539381207439,0
af53f4c0-01ac-4927-b016-2ad6d7de11f0,946947d9-ae18-4d18-a690-cf4d6a56bfc1,ae1d97e0-163b-402d-8030-bea2f9cd9199,m_12,78.1,INR,2025-11-12T15:51:58.290505,28.61113393936467,76.89480834565684,0
3ec8d5cc-dee9-46f6-8b0a-1da4353abcf6,71ec334e-0fc9-40a2-b3bc-3bae14a505cb,dc6d3aa4-e489-415a-9197-a8cff16826f5,m_1,104.63,INR,2025-11-21T20:39:39.290505,28.663994939209832,77.60176644894601,0
6c608e10-5a91-47f9-91af-1cd454fecd8c,40317f20-4eeb-42f8-8f97-3e11f9bb9fb0,4771e203-f0ef-488a-ad3d-066932b9f8b1,m_10,99.93,INR,2025-11-25T13:23:05.290505,29.447717126441738,77.26909062599665,0
3aeed473-11fe-42a1-a91e-e65d8c480779,30fc64a4-7dcd-41c9-a19a-69aea4cbb930,84c981f5-ccc8-4655-af5a-ff16cc86683c,m_28,59.17,INR,2025-11-15T13:26:57.290505,28.743523534119085,76.95049632476706,0
2badc14b-953b-4350-b892-46d24e4b9fa9,878aa88a-389c-47d0-a1dc-6e6a006f888b,9987042a-57d7-40ad-bec0-f725f6ad8c46,m_3,56.83,INR,2025-11-29T23:04:03.290505,28.432791773163245,76.35247306459283,0
a30bf367-d457-411f-8f65-99b6d1296842,7b8fd789-9b48-47b0-9037-7d99988705e8,5f340fdf-3c99-47f9-ad56-1c500ae3a5ec,m_29,20.78,INR,2025-11-05T01:02:42.290505,28.295753198553406,76.84912147820772,0
ff68ec19-f71f-4ce3-bcb7-6a9a953fcbba,cc78246b-680d-455b-8cbe-aba5333d125a,f30622bd-3dc9-4da7-b6c0-5edce95ac5bb,m_31,132.07,INR,2025-11-21T17:40:13.290505,28.82855843502814,77.25725644793158,0
81e0af08-fbd2-4969-87d2-dd0270274a24,ad8f5fbf-64d4-4b42-8e57-5bfd7f9f079d,7d4aade7-a60e-4d72-b8e0-6c948ffec38d,m_43,178.47,INR,2025-11-18T21:56:46.290505,28.348973453061323,76.93616892670111,0
1d8076cd-5cb3-447d-bdf1-65524a47577b,206ccd8f-ff63-40a0-89b9-10b77449d4ee,d2f3524d-29d5-44af-af06-ce36f225bca5,m_8,44.56,INR,2025-11-27T06:35:25.290505,27.372411976218263,77.27275897194438,0
21460232-a3e2-423c-9b85-5c77ee415c51,807d32b9-b54e-496d-85ac-32ba1f6b892d,cd6552f7-fb28-4beb-b5b1-68316ff34732,m_20,10.21,INR,2025-11-12T20:42:09.290505,28.619357144166994,77.30202542840726,0
44901054-a126-453c-ad55-d4752faf5345,187c549c-a04f-4a37-96b3-07e619fcbc6d,a5e1827a-4d70-4903-8fbe-a0a2ab17866d,m_32,97.13,INR,2025-11-13T15:25:58.290505,28.69072459774418,76.26324768900488,0
4a29a2ad-666c-442f-8eb3-95a24aff851c,28c192d0-0bc0-4b16-8e01-56524552a946,61d79416-ab6d-4b9d-b0dd-da0690e01a7d,m_40,26.82,INR,2025-11-03T20:10:41.290505,28.730115104970512,78.33162105624264,0
d2e53c16-b2be-4f88-a498-db8d70a51f8d,19558c73-85a2-447f-9847-cab593dddb69,0465d3f1-6695-4bc2-9288-ba2011da9d00,m_29,26.13,INR,2025-11-29T23:34:16.290505,28.412645396193298,76.88925088983005,0
aa8d47f2-1e0d-4e6f-9b09-fb60816677c5,333de8f9-8b56-4e53-9d7e-893df1a03a4f,c3637ea8-76da-48d6-94be-a3621dab12a2,m_35,339.52,INR,2025-11-09T23:53:58.290505,29.27141140725751,77.47596651634338,0
